1,0.99017098709107
2,1.97081957228619
3,2.94221407498477
4,3.90461048910024
5,4.85825325917273
6,5.80337599491067
7,6.74020213001547
8,7.66894553049783
9,8.58981105712954
10,9.50299508617922
11,10.408685992145
12,11.3070645958134
13,12.1983045806348
14,13.0825728801071
15,13.960030038592
16,14.8308305477542
17,15.6951231606031
18,16.5530511849294
19,17.4047527577639
20,18.2503611023328
21,19.0900047688545
22,19.9238078604006
23,20.7518902449346
24,21.5743677545493
25,22.3913523728321
26,23.2029524112096
27,24.0092726750551
28,24.8104146202718
29,25.6064765010129
30,26.3975535091406
31,27.1837379059837
32,27.9651191469044
33,28.7417839991485
34,29.5138166534165
35,30.2812988295577
36,31.0443098767625
37,31.8029268685974
38,32.5572246932029
39,33.3072761389531
40,34.053151975851
41,34.7949210329161
42,35.5326502718043
43,36.2664048568784
44,36.9962482219399
45,37.7222421338108
46,38.4444467529468
47,39.1629206912501
48,39.8777210672353
49,40.5889035586989
50,41.2965224530251
51,42.0006306952588
52,42.7012799340643
53,43.398520565683
54,44.0924017759943
55,44.7829715807803
56,45.4702768642855
57,46.1543634161595
58,46.8352759668657
59,47.513058221631
60,48.1877528930113
61,48.8594017321394
62,49.5280455587216
63,50.1937242898419
64,50.8564769676324
65,51.516341785863
66,52.1733561155028
67,52.8275565292997
68,53.4789788254256
69,54.1276580502283
70,54.7736285201329
71,55.4169238427301
72,56.0575769370879
73,56.6956200533218
74,57.3310847914563
75,57.9640021196084
76,58.5944023915232
77,59.2223153634886
78,59.8477702106569
79,60.4707955427979
80,61.0914194195076
81,61.7096693648951
82,62.3255723817696
83,62.9391549653483
84,63.5504431165046
85,64.1594623545753
86,64.7662377297443
87,65.3707938350205
88,65.9731548178258
89,66.5733443912077
90,67.1713858446925
91,67.7673020547924
92,68.3611154951803
93,68.9528482465443
94,69.5425220061346
95,70.1301580970152
96,70.7157774770297
97,71.2994007474937
98,71.8810481616229
99,72.4607396327068
100,73.0384947420375
101,73.6143327466028
102,74.188272586551
103,74.7603328924368
104,75.3305319922561
105,75.8988879182754
106,76.4654184136662
107,77.0301409389475
108,77.5930726782461
109,78.1542305453801
110,78.7136311897701
111,79.2712910021867
112,79.8272261203376
113,80.3814524343011
114,80.9339855918097
115,81.4848410033912
116,82.0340338473687
117,82.5815790747278
118,83.1274914138517
119,83.6717853751318
120,84.2144752554555
121,84.755575142576
122,85.295098919368
123,85.833060267973
124,86.3694726738368
125,86.9043494296438
126,87.4377036391504
127,87.9695482209215
128,88.4998959119716
129,89.0287592713154
130,89.5561506834291
131,90.0820823616262
132,90.6065663513487
133,91.1296145333791
134,91.6512386269723
135,92.1714501929123
136,92.6902606364945
137,93.2076812104368
138,93.7237230177201
139,94.238397014362
140,94.7517140121248
141,95.2636846811592
142,95.7743195525861
143,96.283629021019
144,96.791623347027
145,97.2983126595413
146,97.8037069582066
147,98.3078161156786
148,98.8106498798692
149,99.3122178761414
150,99.8125296094543
151,100.31159446646
152,100.809421717556
153,101.306020518886
154,101.801399914305
155,102.295568837296
156,102.788536112843
157,103.280310459271
158,103.770900490037
159,104.26031471549
160,104.748561544586
