Cruise,Station,mon/day/yr,hh:mm,Longitude [degrees_east],Latitude [degrees_north],Bot. Depth [m],Depth [m],QF,Potential Temperature [oC],QF,Salinity [psu],QF,"Sigma-theta
[kg/m^3]",QF,DO [mL/L],QF,AOU [mL/L],QF,Nitrate [micro M],QF,"Nitrite
 [micro M]",QF,"Silicate 
[micro M]",QF,Phosphate [micro M],QF,Chlorophyll [micro g/L],QF,Prokaryotic production [micro g C/L/d],QF,Prokaryote abundance [10^5 cells/mL],QF,Viral abundance [10^5 particles/mL],QF
KH05_2,ST08,09/04/2005,04:36,-160.0058,26.3445,5156,5,0,27.5059,0,35.3573,0,22.8263,0,4.6,0,-3.23,0,0,0,0,0,1.3,0,0,0,0.05,0,0.521149,0,3.813,0,21.2,0
KH05_2,ST08,09/04/2005,04:36,-160.0058,26.3445,5156,10,0,27.4556,0,35.3597,0,22.8444,0,4.71,0,-8.01,0,0,0,0,0,1.3,0,0,0,0.05,0,0.554435,0,3.25,0,24.35,0
KH05_2,ST08,09/04/2005,04:36,-160.0058,26.3445,5156,20,0,27.3804,0,35.3289,0,22.8455,0,4.73,0,-8.88,0,0,0,0,0,1.5,0,0,0,0.07,0,0.531529,0,3.672,0,35.82,0
KH05_2,ST08,09/04/2005,04:36,-160.0058,26.3445,5156,30,0,25.4634,0,35.2252,0,23.3715,0,5.05,0,-16.26,0,0,0,0,0,1.9,0,0,0,0.08,0,0.560232,0,3.642,0,40.94,0
KH05_2,ST08,09/04/2005,04:36,-160.0058,26.3445,5156,40,0,23.3888,0,35.0924,0,23.8926,0,5.45,0,-26.47,0,0,0,0,0,1.8,0,0,0,0.08,0,0.571945,0,3.997,0,87.75,0
KH05_2,ST08,09/04/2005,04:36,-160.0058,26.3445,5156,50,0,21.5831,0,34.9951,0,24.3316,0,5.59,0,-25.65,0,0,0,0,0,2.5,0,0,0,0.12,0,0.523784,0,,,,
KH05_2,ST08,09/04/2005,04:36,-160.0058,26.3445,5156,74,0,18.2321,0,34.8617,0,25.1098,0,5.46,0,-5.05,0,0,0,0,0,2.8,0,0.05,0,0.21,0,0.521642,0,2,0,70.36,0
KH05_2,ST08,09/04/2005,04:36,-160.0058,26.3445,5156,99,0,16.7957,0,34.7551,0,25.3755,0,4.98,0,23.11,0,3,0,0.05,0,3.8,0,0.24,0,0.17,0,0.092931,0,,,,
KH05_2,ST08,09/04/2005,04:36,-160.0058,26.3445,5156,149,0,15.8495,0,34.6547,0,25.5171,0,4.82,0,35.11,0,5.6,0,0,0,5.2,0,0.38,0,0.04,0,0.027604,0,1.359,0,25.46,0
KH05_2,ST08,09/04/2005,04:36,-160.0058,26.3445,5156,198,0,14.7531,0,34.5408,0,25.6724,0,4.83,0,40.35,0,7.5,0,0,0,6.8,0,0.5,0,,,0.00611,0,1.243,0,19.25,0
KH05_2,ST08,09/04/2005,04:36,-160.0058,26.3445,5156,248,0,13.0047,0,34.3674,0,25.9025,0,4.77,0,52.7,0,10.6,0,0,0,10,0,0.71,0,,,0.003748,0,0.948,0,14.88,0
KH05_2,ST08,09/04/2005,04:36,-160.0058,26.3445,5156,298,0,11.954,0,34.3108,0,26.063,0,4.77,0,58.61,0,13.3,0,0,0,14.1,0,0.87,0,,,0.003374,0,0.929,0,13.98,0
KH05_2,ST08,09/04/2005,04:36,-160.0058,26.3445,5156,397,0,9.72919,0,34.1477,0,26.3323,0,4.26,0,95.13,0,19.7,0,0,0,24.2,0,1.31,0,,,0.002385,0,0.724,0,12.21,0
KH05_2,ST08,09/04/2005,04:36,-160.0058,26.3445,5156,497,0,7.42601,0,34.0589,0,26.6182,0,3.15,0,160.07,0,29.2,0,0,0,47.2,0,1.96,0,,,0.000551,0,0.543,0,7.35,0
KH05_2,ST08,09/04/2005,04:36,-160.0058,26.3445,5156,596,0,5.94653,0,34.0602,0,26.8169,0,1.65,0,237.66,0,36.2,0,0,0,70.6,0,2.49,0,,,0.000749,0,0.58,0,10.64,0
KH05_2,ST08,09/04/2005,04:36,-160.0058,26.3445,5156,794,0,4.38123,0,34.2336,0,27.1365,0,0.74,0,289.92,0,43.8,0,0,0,112,0,3.08,0,,,0.000442,0,0.368,0,8.46,0
KH05_2,ST08,09/04/2005,00:53,-160.0052,26.3387,5147,992,0,3.61284,0,34.4159,0,27.3607,0,0.78,0,293.83,0,44.8,0,0,0,136,0,3.1,0,,,0.000232,0,0.186,0,1.74,0
KH05_2,ST08,09/04/2005,00:53,-160.0052,26.3387,5147,1485,0,2.62335,0,34.5466,0,27.5568,0,1.44,0,272.47,0,43.6,0,0,0,162,0,3,0,,,0.000225,0,0.189,0,2.57,0
KH05_2,ST08,09/04/2005,00:53,-160.0052,26.3387,5147,1977,0,1.86954,0,34.6149,0,27.6734,0,2.11,0,248.74,0,42,0,0,0,181,0,2.83,0,,,0.00015,0,0.127,0,1.87,0
KH05_2,ST08,09/04/2005,00:53,-160.0052,26.3387,5147,2469,0,1.52729,0,34.6469,0,27.7248,0,2.55,0,232.19,0,40.9,0,0,0,187,0,2.7,0,,,0.000213,0,0.089,0,2.66,0
KH05_2,ST08,09/04/2005,00:53,-160.0052,26.3387,5147,2959,0,1.32334,0,34.6635,0,27.7528,0,2.96,0,215.35,0,39.7,0,0,0,184,0,2.62,0,,,0.000275,0,0.066,0,1.85,0
KH05_2,ST08,09/04/2005,00:53,-160.0052,26.3387,5147,3449,0,1.22215,0,34.6755,0,27.7695,0,3.22,0,204.63,0,39,0,0,0,181,0,2.61,0,,,0.000135,0,0.084,0,3.33,0
KH05_2,ST08,09/04/2005,00:53,-160.0052,26.3387,5147,3937,0,1.15869,0,34.6808,0,27.7782,0,3.38,0,198.19,0,38.5,0,0,0,179,0,2.53,0,,,0.000256,0,0.079,0,3.37,0
KH05_2,ST08,09/04/2005,00:53,-160.0052,26.3387,5147,4424,0,1.12109,0,34.6774,0,27.778,0,3.54,0,191.47,0,38.2,0,0,0,175,0,2.53,0,,,0.000284,0,0.083,0,3.29,0
KH05_2,ST08,09/04/2005,00:53,-160.0052,26.3387,5147,4911,0,1.10038,0,34.6889,0,27.7886,0,3.57,0,190.36,0,37.9,0,0,0,173,0,2.45,0,,,0.000265,0,,,2.03,0
KH05_2,ST09,09/04/2005,21:42,-159.9977,30.004,5744,0,0,26.6,0,35.1091,0,22.9292,0,4.69,0,-4.16,0,0,0,0,0,2.9,0,0.03,0,0.06,0,0.404393,0,4.224,0,37.31,0
KH05_2,ST09,09/04/2005,21:42,-159.9977,30.004,5744,6,0,26.5707,0,35.0898,0,22.9239,0,4.65,0,-2.27,0,0,0,0,0,3,0,0.03,0,0.06,0,0.463036,0,4.361,0,37.35,0
KH05_2,ST09,09/04/2005,21:42,-159.9977,30.004,5744,10,0,26.5617,0,35.0897,0,22.9266,0,4.68,0,-3.4,0,0,0,0,0,3.2,0,0.03,0,0.06,0,0.477599,0,3.985,0,36.32,0
KH05_2,ST09,09/04/2005,21:42,-159.9977,30.004,5744,20,0,26.2956,0,34.9815,0,22.9289,0,4.96,0,-14.83,0,0,0,0,0,3.3,0,0.03,0,0.08,0,0.531174,0,4.335,0,47.63,0
KH05_2,ST09,09/04/2005,21:42,-159.9977,30.004,5744,30,0,21.5842,0,34.5492,0,23.9923,0,5.85,0,-36.74,0,0,0,0,0,3.8,0,0.05,0,0.1,0,0.546381,0,5.798,0,162.91,0
KH05_2,ST09,09/04/2005,21:42,-159.9977,30.004,5744,40,0,19.1928,0,34.5064,0,24.5959,0,6.07,0,-36.04,0,0,0,0,0,3.9,0,0.04,0,0.13,0,0.506314,0,5.446,0,201.47,0
KH05_2,ST09,09/04/2005,21:42,-159.9977,30.004,5744,50,0,17.3297,0,34.4934,0,25.0478,0,6.18,0,-32.54,0,0,0,0,0,4.4,0,0.07,0,0.16,0,0.446307,0,4.705,0,211.29,0
KH05_2,ST09,09/04/2005,21:42,-159.9977,30.004,5744,74,0,15.1747,0,34.5143,0,25.5599,0,6.02,0,-15.02,0,0.6,0,0.08,0,5.1,0,0.17,0,0.37,0,0.453955,0,5.599,0,200.55,0
KH05_2,ST09,09/04/2005,21:42,-159.9977,30.004,5744,99,0,14.0356,0,34.4813,0,25.7795,0,5.29,0,23.47,0,6.5,0,0.03,0,7.3,0,0.45,0,0.15,0,0.096792,0,2.792,0,67.35,0
KH05_2,ST09,09/04/2005,21:42,-159.9977,30.004,5744,149,0,13.2482,0,34.3988,0,25.8778,0,5.16,0,33.65,0,8.3,0,0,0,9.2,0,0.58,0,0.01,0,0.027801,0,1.63,0,,
KH05_2,ST09,09/04/2005,21:42,-159.9977,30.004,5744,199,0,12.8128,0,34.3967,0,25.9633,0,5.23,0,33.18,0,9.1,0,0,0,10.1,0,0.62,0,,,0.008869,0,1.644,0,33.3,0
KH05_2,ST09,09/04/2005,21:42,-159.9977,30.004,5744,247,0,12.0336,0,34.3256,0,26.0594,0,5.17,0,40.43,0,11.1,0,0,0,12.6,0,0.74,0,,,0.006747,0,1.442,0,23.13,0
KH05_2,ST09,09/04/2005,21:42,-159.9977,30.004,5744,298,0,10.9981,0,34.2287,0,26.1757,0,4.97,0,55.39,0,14.2,0,0,0,16.7,0,0.95,0,,,0.003448,0,1.123,0,16.86,0
KH05_2,ST09,09/04/2005,21:42,-159.9977,30.004,5744,398,0,9.42408,0,34.1368,0,26.3742,0,4.66,0,79.41,0,18.7,0,0,0,25.1,0,1.25,0,,,0.003738,0,1.026,0,16.4,0
KH05_2,ST09,09/04/2005,21:42,-159.9977,30.004,5744,497,0,7.36225,0,34.032,0,26.6061,0,3.51,0,144.31,0,28.1,0,0,0,46.9,0,1.91,0,,,0.001122,0,0.649,0,16.53,0
KH05_2,ST09,09/04/2005,21:42,-159.9977,30.004,5744,596,0,5.52553,0,34.0091,0,26.8282,0,2.31,0,211.64,0,36.5,0,0,0,74.8,0,2.52,0,,,0.000857,0,0.649,0,11.64,0
KH05_2,ST09,09/04/2005,21:42,-159.9977,30.004,5744,795,0,4.05626,0,34.1742,0,27.1235,0,0.61,0,298.49,0,44.8,0,0,0,121,0,3.13,0,,,0.000487,0,0.474,0,11.55,0
KH05_2,ST09,09/05/2005,03:06,-159.9662,30.0065,5729,991,0,3.485,0,34.3469,0,27.3182,0,0.27,0,317.64,0,46.3,0,0,0,147,0,3.29,0,,,0.000422,0,0.296,0,2.92,0
KH05_2,ST09,09/05/2005,03:06,-159.9662,30.0065,5729,1484,0,2.50276,0,34.5507,0,27.5705,0,1.24,0,282.24,0,44.4,0,0,0,173,0,3.07,0,,,0.0004,0,0.222,0,4.43,0
KH05_2,ST09,09/05/2005,03:06,-159.9662,30.0065,5729,1977,0,1.89121,0,34.6049,0,27.6637,0,1.91,0,257.63,0,42.6,0,0,0,188,0,2.93,0,,,0.000385,0,0.167,0,1.44,0
KH05_2,ST09,09/05/2005,03:06,-159.9662,30.0065,5729,2468,0,1.54789,0,34.6399,0,27.7177,0,2.38,0,239.4,0,41.5,0,0,0,195,0,2.79,0,,,0.000352,0,0.133,0,3.44,0
KH05_2,ST09,09/05/2005,03:06,-159.9662,30.0065,5729,2959,0,1.35162,0,34.6633,0,27.7507,0,2.8,0,222.3,0,40.4,0,0,0,193,0,2.7,0,,,0.000317,0,0.11,0,3.36,0
KH05_2,ST09,09/05/2005,03:06,-159.9662,30.0065,5729,3447,0,1.2388,0,34.6715,0,27.7652,0,3.12,0,209.25,0,39.3,0,0,0,190,0,2.61,0,,,0.000457,0,0.097,0,2.52,0
KH05_2,ST09,09/05/2005,03:06,-159.9662,30.0065,5729,3936,0,1.16357,0,34.6817,0,27.7786,0,3.29,0,202.12,0,38.7,0,0,0,186,0,2.6,0,,,0.000342,0,0.096,0,3.5,0
KH05_2,ST09,09/05/2005,03:06,-159.9662,30.0065,5729,4423,0,1.1201,0,34.6868,0,27.7856,0,3.47,0,194.7,0,38.3,0,0,0,181,0,2.51,0,,,0.000262,0,0.09,0,3.9,0
KH05_2,ST09,09/05/2005,03:06,-159.9662,30.0065,5729,4907,0,1.09487,0,34.687,0,27.7875,0,3.61,0,188.7,0,38,0,0,0,176,0,2.51,0,,,0.000269,0,0.084,0,3.69,0
KH05_2,ST09,09/05/2005,03:06,-159.9662,30.0065,5729,5393,0,1.08147,0,34.6906,0,27.7913,0,3.64,0,187.29,0,37.8,0,0,0,172,0,2.5,0,,,0.000287,0,0.101,0,3.79,0
KH05_2,ST10,09/06/2005,18:24,-160.0043,34.9982,5731,0,0,25.1,0,34.4935,0,22.93,0,4.84,0,-4.88,0,0,0,0,0,4.2,0,0.06,0,0.09,0,0.490284,0,6.103,0,133.18,0
KH05_2,ST10,09/06/2005,18:24,-160.0043,34.9982,5731,4,0,25.116,0,34.4846,0,22.9184,0,4.81,0,-3.56,0,0,0,0,0,4.9,0,0.06,0,0.07,0,0.552819,0,,,118.34,0
KH05_2,ST10,09/06/2005,18:24,-160.0043,34.9982,5731,9,0,25.0979,0,34.4797,0,22.9202,0,4.86,0,-5.81,0,0,0,0,0,4.7,0,0.06,0,,,0.548207,0,4.356,0,123.54,0
KH05_2,ST10,09/06/2005,18:24,-160.0043,34.9982,5731,20,0,,,,,,,5.35,0,,0,0,0,0,0,4.1,0,0.05,0,0.11,0,0.600871,0,6.457,0,145.65,0
KH05_2,ST10,09/06/2005,18:24,-160.0043,34.9982,5731,30,0,19.0107,0,34.3132,0,24.4947,0,6.54,0,-55.95,0,0,0,0,0,3.3,0,0.05,0,0.15,0,0.636716,0,,,,
KH05_2,ST10,09/06/2005,18:24,-160.0043,34.9982,5731,40,0,16.9055,0,34.3225,0,25.0175,0,6.83,0,-59.4,0,0,0,0,0,3.7,0,0.07,0,0.21,0,0.425825,0,5.975,0,248.77,0
KH05_2,ST10,09/06/2005,18:24,-160.0043,34.9982,5731,50,0,15.3584,0,34.2968,0,25.3517,0,6.94,0,-56.76,0,0.1,0,0,0,4.2,0,0.1,0,0.31,0,0.477239,0,6.494,0,299.39,0
KH05_2,ST10,09/06/2005,18:24,-160.0043,34.9982,5731,74,0,13.4436,0,34.3051,0,25.7656,0,5.83,0,2.78,0,4.1,0,0.3,0,7.2,0,0.42,0,0.41,0,0.247938,0,4.611,0,182.04,0
KH05_2,ST10,09/06/2005,18:24,-160.0043,34.9982,5731,100,0,12.6066,0,34.3485,0,25.9666,0,5.5,0,22.09,0,8.1,0,0,0,8.9,0,0.57,0,0.11,0,0.07498,0,2.608,0,66.94,0
KH05_2,ST10,09/06/2005,18:24,-160.0043,34.9982,5731,148,0,12.0097,0,34.3039,0,26.0471,0,5.5,0,25.81,0,8.9,0,0,0,10.1,0,0.62,0,0.01,0,0.045648,0,1.975,0,51.82,0
KH05_2,ST10,09/06/2005,18:24,-160.0043,34.9982,5731,197,0,11.3491,0,34.244,0,26.1239,0,5.52,0,29.01,0,10.1,0,0,0,11.7,0,0.71,0,,,0.009852,0,1.853,0,51.19,0
KH05_2,ST10,09/06/2005,18:24,-160.0043,34.9982,5731,248,0,10.8905,0,34.2323,0,26.1978,0,5.25,0,43.48,0,13,0,0,0,15.8,0,0.9,0,,,0.004759,0,1.644,0,21.32,0
KH05_2,ST10,09/06/2005,18:24,-160.0043,34.9982,5731,298,0,10.0212,0,34.1728,0,26.3028,0,4.94,0,62.78,0,15.9,0,0,0,20.6,0,1.09,0,,,0.005488,0,1.584,0,26.3,0
KH05_2,ST10,09/06/2005,18:24,-160.0043,34.9982,5731,397,0,8.22675,0,34.0563,0,26.4991,0,4.42,0,97.74,0,22.5,0,0,0,34.4,0,1.56,0,,,0.004455,0,1.408,0,21.75,0
KH05_2,ST10,09/06/2005,18:24,-160.0043,34.9982,5731,497,0,6.58419,0,34.0064,0,26.6923,0,3.32,0,158.55,0,29.5,0,0,0,54.3,0,2.06,0,,,0.001187,0,1.11,0,19.08,0
KH05_2,ST10,09/06/2005,18:24,-160.0043,34.9982,5731,594,0,5.21108,0,34.0198,0,26.8739,0,2.23,0,217.42,0,35.9,0,0,0,79.2,0,2.57,0,,,0.001418,0,0.94,0,17.26,0
KH05_2,ST10,09/06/2005,18:24,-160.0043,34.9982,5731,793,0,3.90429,0,34.1881,0,27.1502,0,0.91,0,286.35,0,42.6,0,0,0,123,0,2.99,0,,,0.000856,0,0.655,0,15.51,0
KH05_2,ST10,09/06/2005,14:20,-159.9968,35.0122,5772,990,0,3.26283,0,34.3071,0,27.3077,0,0.33,0,317.26,0,44.5,0,0,0,151,0,3.22,0,,,0.000119,0,0.407,0,11.4,0
KH05_2,ST10,09/06/2005,14:20,-159.9968,35.0122,5772,1484,0,2.41383,0,34.519,0,27.5526,0,0.63,0,310.12,0,44.6,0,0,0,186,0,3.2,0,,,0.000499,0,0.179,0,4.78,0
KH05_2,ST10,09/06/2005,14:20,-159.9968,35.0122,5772,1976,0,1.83411,0,34.6001,0,27.6643,0,1.5,0,276.23,0,42.6,0,0,0,201,0,3.03,0,,,0.000344,0,0.247,0,4.75,0
KH05_2,ST10,09/06/2005,14:20,-159.9968,35.0122,5772,2467,0,1.52434,0,34.6434,0,27.7222,0,2.17,0,248.88,0,40.5,0,0,0,200,0,2.86,0,,,0.000286,0,0.199,0,4.55,0
KH05_2,ST10,09/06/2005,14:20,-159.9968,35.0122,5772,2957,0,1.33701,0,34.6636,0,27.7519,0,2.7,0,227.08,0,39.1,0,0,0,193,0,2.73,0,,,0.000459,0,0.162,0,4.4,0
KH05_2,ST10,09/06/2005,14:20,-159.9968,35.0122,5772,3447,0,1.22598,0,34.6775,0,27.7709,0,3.11,0,209.76,0,38,0,0,0,188,0,2.64,0,,,0.000406,0,0.14,0,3.68,0
KH05_2,ST10,09/06/2005,14:20,-159.9968,35.0122,5772,3934,0,1.1635,0,34.6834,0,27.7799,0,3.32,0,201.03,0,37.5,0,0,0,185,0,2.6,0,,,0.000319,0,0.117,0,3.61,0
KH05_2,ST10,09/06/2005,14:20,-159.9968,35.0122,5772,4421,0,1.12585,0,34.6887,0,27.7868,0,3.49,0,193.8,0,36.9,0,0,0,179,0,2.53,0,,,0.000282,0,0.092,0,3.74,0
KH05_2,ST10,09/06/2005,14:20,-159.9968,35.0122,5772,4908,0,1.10225,0,34.6883,0,27.788,0,3.65,0,186.88,0,36.7,0,0,0,174,0,2.52,0,,,0.000285,0,0.087,0,3.85,0
KH05_2,ST10,09/06/2005,14:20,-159.9968,35.0122,5772,5391,0,1.0881,0,34.6916,0,27.7916,0,3.6,0,188.92,0,36.5,0,0,0,170,0,2.48,0,,,0.000305,0,0.108,0,1.03,0
KH05_2,ST11,09/07/2005,21:53,-159.998,40.0015,5475,0,0,20.2,0,33.6157,0,23.655,0,5.24,0,-2.13,0,0.1,0,0,0,0.9,0,0.12,0,0.07,0,0.423022,0,8.775,0,85.36,0
KH05_2,ST11,09/07/2005,21:53,-159.998,40.0015,5475,5,0,21.136,0,33.6036,0,23.3958,0,5.22,0,-5.42,0,0,0,0,0,1.1,0,0.12,0,0.08,0,0.481283,0,8.193,0,87.75,0
KH05_2,ST11,09/07/2005,21:53,-159.998,40.0015,5475,10,0,21.0561,0,33.576,0,23.3964,0,5.32,0,-9.42,0,0,0,0,0,1,0,0.12,0,0.08,0,0.486021,0,8.907,0,99.03,0
KH05_2,ST11,09/07/2005,21:53,-159.998,40.0015,5475,19,0,20.3074,0,33.6126,0,23.6243,0,6.45,0,-56.9,0,0.1,0,0,0,0.8,0,0.13,0,0.16,0,0.612047,0,7.911,0,252.54,0
KH05_2,ST11,09/07/2005,21:53,-159.998,40.0015,5475,29,0,14.4067,0,33.6942,0,25.0934,0,7.14,0,-59.47,0,0,0,0,0,0,0,0.15,0,0.24,0,0.503358,0,7.384,0,272.19,0
KH05_2,ST11,09/07/2005,21:53,-159.998,40.0015,5475,40,0,12.8136,0,33.6968,0,25.4208,0,7.02,0,-45.73,0,0.1,0,0,0,0.3,0,0.21,0,0.41,0,0.565425,0,9.85,0,274.07,0
KH05_2,ST11,09/07/2005,21:53,-159.998,40.0015,5475,50,0,11.9796,0,33.6705,0,25.561,0,6.62,0,-23.09,0,0.9,0,0.1,0,1.5,0,0.34,0,0.67,0,0.508845,0,,,273.36,0
KH05_2,ST11,09/07/2005,21:53,-159.998,40.0015,5475,74,0,10.3173,0,33.6662,0,25.8569,0,5.92,0,18.21,0,7.4,0,0.42,0,8.2,0,0.7,0,0.16,0,0.127383,0,3.759,0,110.38,0
KH05_2,ST11,09/07/2005,21:53,-159.998,40.0015,5475,99,0,10.4444,0,33.889,0,26.0088,0,5.75,0,24.71,0,8.3,0,0.03,0,8.9,0,0.67,0,0.03,0,0.085461,0,2.907,0,106.24,0
KH05_2,ST11,09/07/2005,21:53,-159.998,40.0015,5475,149,0,10.1756,0,34.1076,0,26.2256,0,5.32,0,45.22,0,13.8,0,0,0,15.1,0,0.97,0,,,0.044478,0,2.59,0,92.57,0
KH05_2,ST11,09/07/2005,21:53,-159.998,40.0015,5475,198,0,9.62761,0,34.1108,0,26.3203,0,5.14,0,56.76,0,15.8,0,0,0,20,0,1.09,0,,,0.010257,0,2.554,0,143.14,0
KH05_2,ST11,09/07/2005,21:53,-159.998,40.0015,5475,249,0,9.01695,0,34.0711,0,26.3884,0,5,0,66.61,0,17.8,0,0,0,24.1,0,1.24,0,0.01,0,0.002576,0,1.877,0,19.1,0
KH05_2,ST11,09/07/2005,21:53,-159.998,40.0015,5475,297,0,8.17351,0,34.0161,0,26.4755,0,4.71,0,85.22,0,20.3,0,0,0,30.4,0,1.43,0,,,0.00268,0,1.826,0,27.8,0
KH05_2,ST11,09/07/2005,21:53,-159.998,40.0015,5475,397,0,6.75226,0,33.9737,0,26.6441,0,3.77,0,137.29,0,27.2,0,0,0,47.7,0,1.91,0,,,0.003345,0,1.507,0,22.48,0
KH05_2,ST11,09/07/2005,21:53,-159.998,40.0015,5475,495,0,5.55528,0,33.9886,0,26.8084,0,2.64,0,196.3,0,33.6,0,0,0,70.7,0,2.41,0,,,0.00179,0,1.228,0,15.84,0
KH05_2,ST11,09/07/2005,21:53,-159.998,40.0015,5475,594,0,4.63967,0,34.0584,0,26.9693,0,1.76,0,242.75,0,38.9,0,0,0,96.5,0,2.82,0,,,0.001513,0,0.9,0,13.97,0
KH05_2,ST11,09/07/2005,21:53,-159.998,40.0015,5475,792,0,3.83875,0,34.2001,0,27.1663,0,0.87,0,288.31,0,42.7,0,0,0,128,0,3.08,0,,,0.000861,0,0.685,0,13.3,0
KH05_2,ST11,09/07/2005,14:28,-160,40.002,5468,990,0,3.21713,0,34.321,0,27.3231,0,0.47,0,311.35,0,44.5,0,0.03,0,156,0,3.21,0,,,0.00043,0,0.577,0,13.57,0
KH05_2,ST11,09/07/2005,14:28,-160,40.002,5468,1483,0,2.34177,0,34.4926,0,27.5375,0,0.42,0,320.38,0,45.3,0,0,0,194,0,3.26,0,,,0.000477,0,0.414,0,11.96,0
KH05_2,ST11,09/07/2005,14:28,-160,40.002,5468,1976,0,1.87348,0,34.5884,0,27.6518,0,1.15,0,291.68,0,43.5,0,0,0,207,0,3.09,0,,,0.000975,0,0.34,0,9.07,0
KH05_2,ST11,09/07/2005,14:28,-160,40.002,5468,2466,0,1.54597,0,34.6341,0,27.7132,0,1.91,0,260.41,0,41.6,0,0,0,208,0,2.93,0,,,0.000657,0,0.298,0,6.84,0
KH05_2,ST11,09/07/2005,14:28,-160,40.002,5468,2956,0,1.34481,0,34.6615,0,27.7497,0,2.59,0,232.02,0,39.7,0,0,0,198,0,2.72,0,,,0.000446,0,0.227,0,6.88,0
KH05_2,ST11,09/07/2005,14:28,-160,40.002,5468,3445,0,1.2201,0,34.6771,0,27.771,0,3.06,0,212,0,38.3,0,0,0,192,0,2.73,0,,,0.000179,0,0.193,0,5.87,0
KH05_2,ST11,09/07/2005,14:28,-160,40.002,5468,3932,0,1.15574,0,34.6851,0,27.7818,0,3.28,0,202.63,0,37.6,0,0,0,190,0,2.62,0,,,0.000172,0,0.167,0,5.65,0
KH05_2,ST11,09/07/2005,14:28,-160,40.002,5468,4419,0,1.13075,0,34.688,0,27.7859,0,3.31,0,201.52,0,37.6,0,0,0,195,0,2.6,0,,,0.000157,0,0.17,0,6.49,0
KH05_2,ST11,09/07/2005,14:28,-160,40.002,5468,4903,0,1.12864,0,34.69,0,27.7876,0,3.34,0,200.23,0,37.4,0,0,0,193,0,2.6,0,,,0.000181,0,0.185,0,12.04,0
KH05_2,ST11,09/07/2005,14:28,-160,40.002,5468,5389,0,1.12858,0,34.6891,0,27.7869,0,3.34,0,200.12,0,37.4,0,0,0,193,0,2.59,0,,,0.000278,0,0.18,0,7.59,0
KH05_2,ST12,09/09/2005,09:53,-159.9772,45.005,5279,0,0,16,0,32.7381,0,24.0092,0,5.9,0,-10.92,0,7.4,0,0.1,0,13.4,0,0.78,0,0.39,0,0.851917,0,9.737,0,100.62,0
KH05_2,ST12,09/09/2005,09:53,-159.9772,45.005,5279,3,0,15.8915,0,32.732,0,24.0289,0,5.92,0,-11.15,0,7.4,0,0.1,0,13.3,0,0.78,0,0.39,0,0.911646,0,9.925,0,99.14,0
KH05_2,ST12,09/09/2005,09:53,-159.9772,45.005,5279,9,0,15.8675,0,32.7322,0,24.0344,0,5.96,0,-12.87,0,7.5,0,0.1,0,13.5,0,0.76,0,0.39,0,0.947928,0,9.341,0,92.96,0
KH05_2,ST12,09/09/2005,09:53,-159.9772,45.005,5279,20,0,15.677,0,32.7167,0,24.0649,0,6.08,0,-17.4,0,7.9,0,0.1,0,14.4,0,0.81,0,0.38,0,0.956383,0,10.757,0,89.95,0
KH05_2,ST12,09/09/2005,09:53,-159.9772,45.005,5279,28,0,13.0902,0,32.7454,0,24.6296,0,6.62,0,-27.7,0,9.4,0,0.08,0,15.6,0,0.94,0,0.4,0,0.646381,0,10.258,0,84.31,0
KH05_2,ST12,09/09/2005,09:53,-159.9772,45.005,5279,41,0,,,,,,,,0,,0,,,,,,,,,,,0.43017,,,,,
KH05_2,ST12,09/09/2005,09:53,-159.9772,45.005,5279,48,0,8.81496,0,32.9589,0,25.5492,0,6.82,0,-11.26,0,11.2,0,0.09,0,17,0,1.06,0,0.36,0,0.273762,0,8.838,0,85.7,0
KH05_2,ST12,09/09/2005,09:53,-159.9772,45.005,5279,75,0,7.61287,0,32.9769,0,25.741,0,6.71,0,1.82,0,12.5,0,0.47,0,17.8,0,1.18,0,0.34,0,0.208653,0,5.017,0,55.97,0
KH05_2,ST12,09/09/2005,09:53,-159.9772,45.005,5279,99,0,6.78918,0,33.0488,0,25.9103,0,6.61,0,12.02,0,13.8,0,0.17,0,17.8,0,1.2,0,0.21,0,0.114861,0,4.026,0,46.22,0
KH05_2,ST12,09/09/2005,09:53,-159.9772,45.005,5279,150,0,6.72952,0,33.6534,0,26.3947,0,5.89,0,43.6,0,17.5,0,0,0,24.5,0,1.31,0,0.01,0,0.078297,0,1.862,0,30.16,0
KH05_2,ST12,09/09/2005,09:53,-159.9772,45.005,5279,198,0,6.85686,0,33.8623,0,26.5422,0,5.02,0,80.8,0,21.4,0,0,0,33.6,0,1.55,0,,,0.005443,0,1.927,0,22.57,0
KH05_2,ST12,09/09/2005,09:53,-159.9772,45.005,5279,246,0,6.13469,0,33.8619,0,26.6365,0,4.35,0,116.2,0,25.4,0,0,0,44.1,0,1.84,0,,,0.004961,0,1.668,0,16.15,0
KH05_2,ST12,09/09/2005,09:53,-159.9772,45.005,5279,297,0,5.48768,0,33.8517,0,26.7082,0,3.72,0,149.22,0,29.4,0,0,0,54.8,0,2.12,0,,,0.003632,0,1.48,0,15.81,0
KH05_2,ST12,09/09/2005,09:53,-159.9772,45.005,5279,397,0,4.33581,0,33.8799,0,26.8603,0,1.69,0,248.73,0,39.5,0,0,0,83.8,0,2.84,0,,,0.006983,0,2.1,0,21.88,0
