Cruise,Station,mon/day/yr,hh:mm,Longitude [degrees_east],Latitude [degrees_north],Bot. Depth [m],Depth [m],QF,Potential Temperature [oC],QF,Salinity [psu],QF,"Sigma-theta
[kg/m^3]",QF,DO [mL/L],QF,AOU [mL/L],QF,Nitrate [micro M],QF,"Nitrite
 [micro M]",QF,"Silicate 
[micro M]",QF,Phosphate [micro M],QF,Chlorophyll [micro g/L],QF,Prokaryotic production [micro g C/L/d],QF,Prokaryote abundance [10^5 cells/mL],QF,Viral abundance [10^5 particles/mL],QF
KH05_2,ST03,08/22/2005,10:59,-160.2243,0.0063,5053,249,0,12.5882,0,34.901,0,26.3987,0,2.65,0,148.5,0,23.4,0,0,0,16.8,0,1.53,0,,,0.004111,0,2.269,0,21.61,0
KH05_2,ST03,08/22/2005,10:59,-160.2243,0.0063,5053,299,0,11.4288,0,34.8272,0,26.5629,0,1.48,0,207.79,0,30.6,0,0,0,23.4,0,1.98,0,,,0.008824,0,1.554,0,20.93,0
KH05_2,ST03,08/22/2005,10:59,-160.2243,0.0063,5053,398,0,9.81854,0,34.7046,0,26.7525,0,1.25,0,228.08,0,34.9,0,0,0,30.7,0,2.28,0,,,0.003156,0,1.28,0,19.64,0
KH05_2,ST03,08/22/2005,10:59,-160.2243,0.0063,5053,497,0,8.11408,0,34.6244,0,26.962,0,1.12,0,244.77,0,38.9,0,0,0,40.2,0,2.56,0,,,0.000794,0,1.128,0,14.72,0
KH05_2,ST03,08/22/2005,10:59,-160.2243,0.0063,5053,596,0,7.67919,0,34.6108,0,27.0158,0,1.12,0,247.75,0,40,0,0,0,43.8,0,2.67,0,,,0.001114,0,0.982,0,13.52,0
KH05_2,ST03,08/22/2005,10:59,-160.2243,0.0063,5053,795,0,5.78517,0,34.5495,0,27.2239,0,1.74,0,233.81,0,40.7,0,0,0,62.5,0,2.75,0,,,0.000791,0,0.66,0,10.36,0
KH05_2,ST03,08/22/2005,06:17,-160.2442,0.0012,5057,992,0,4.61793,0,34.5531,0,27.3644,0,1.93,0,234.16,0,41.2,0,0,0,84.3,0,2.76,0,,,0.000208,0,0.555,0,7.86,0
KH05_2,ST03,08/22/2005,06:17,-160.2442,0.0012,5057,1486,0,3.00977,0,34.5986,0,27.5638,0,2.12,0,238.7,0,41.6,0,0,0,127,0,2.81,0,,,0.000427,0,0.362,0,6.8,0
KH05_2,ST03,08/22/2005,06:17,-160.2442,0.0012,5057,1979,0,2.15998,0,34.641,0,27.6713,0,2.45,0,231.13,0,40.8,0,0,0,151,0,2.71,0,,,0.000178,0,0.263,0,6.16,0
KH05_2,ST03,08/22/2005,06:17,-160.2442,0.0012,5057,2471,0,1.66756,0,34.6663,0,27.73,0,2.85,0,217.29,0,39.7,0,0,0,160,0,2.6,0,,,0.000184,0,0.209,0,4.74,0
KH05_2,ST03,08/22/2005,06:17,-160.2442,0.0012,5057,2962,0,1.45139,0,34.6754,0,27.7532,0,3.17,0,205.09,0,39,0,0,0,159,0,2.58,0,,,0.000286,0,0.177,0,4.57,0
KH05_2,ST03,08/22/2005,06:17,-160.2442,0.0012,5057,3451,0,1.24168,0,34.6869,0,27.7773,0,3.47,0,193.48,0,37.9,0,0,0,156,0,2.51,0,,,0.000156,0,0.159,0,4.59,0
KH05_2,ST03,08/22/2005,06:17,-160.2442,0.0012,5057,3941,0,1.08381,0,34.6913,0,27.7917,0,3.79,0,180.67,0,36.9,0,0,0,152,0,2.41,0,,,0.000407,0,0.158,0,4.25,0
KH05_2,ST03,08/22/2005,06:17,-160.2442,0.0012,5057,4429,0,0.937816,0,34.702,0,27.81,0,4.15,0,165.65,0,35.9,0,0,0,143,0,2.34,0,,,0.000241,0,0.149,0,5.28,0
KH05_2,ST03,08/22/2005,06:17,-160.2442,0.0012,5057,4918,0,0.81695,0,34.7047,0,27.82,0,4.4,0,155.73,0,34.9,0,0,0,136,0,2.23,0,,,0.000228,0,0.181,0,5.26,0
KH05_2,ST03,08/22/2005,06:17,-160.2442,0.0012,5057,4916,0,,,,,,,,0,,0,34.9,0,0,0,135,0,2.25,0,,,,,,,,
KH05_2,ST04,08/24/2005,10:48,-159.9747,7.1843,4160,0,0,28.9,0,34.4301,0,21.6719,0,4.46,0,-0.91,0,0.1,0,0,0,0.4,0,0.18,0,0.06,0,1.327151,0,5.838,0,129.59,0
KH05_2,ST04,08/24/2005,10:48,-159.9747,7.1843,4160,5,0,28.7767,0,34.3898,0,21.6826,0,4.47,0,-0.56,0,0,0,0,0,0.4,0,0.19,0,0.05,0,0.590018,0,4.933,0,105.87,0
KH05_2,ST04,08/24/2005,10:48,-159.9747,7.1843,4160,10,0,28.7727,0,34.4158,0,21.7034,0,4.5,0,-1.89,0,0,0,0,0,0.4,0,0.18,0,0.06,0,0.549859,0,5.078,0,107.36,0
KH05_2,ST04,08/24/2005,10:48,-159.9747,7.1843,4160,20,0,28.7763,0,34.4579,0,21.7338,0,4.48,0,-1.01,0,0,0,0,0,0.5,0,0.18,0,0.07,0,0.510002,0,5.342,0,113.68,0
KH05_2,ST04,08/24/2005,10:48,-159.9747,7.1843,4160,31,0,28.7546,0,34.5018,0,21.774,0,4.49,0,-1.63,0,0,0,0,0,0.5,0,0.02,0,0.07,0,0.506443,0,6.611,0,128.4,0
KH05_2,ST04,08/24/2005,10:48,-159.9747,7.1843,4160,39,0,,,,,,,4.5,0,,0,0,0,0,0,0.5,0,0.1,0,0.1,0,0.582915,0,2.893,0,158.2,0
KH05_2,ST04,08/24/2005,10:48,-159.9747,7.1843,4160,51,0,28.4919,0,34.6289,0,21.9564,0,4.47,0,-0.26,0,0.1,0,0.04,0,0.4,0,0.22,0,0.19,0,0.68035,0,,,180.29,0
KH05_2,ST04,08/24/2005,10:48,-159.9747,7.1843,4160,74,0,26.3541,0,34.7569,0,22.7412,0,4,0,27.82,0,2.8,0,0.03,0,1.5,0,0.37,0,0.25,0,0.372764,0,5.9,0,103.3,0
KH05_2,ST04,08/24/2005,10:48,-159.9747,7.1843,4160,100,0,,,,,,,3.35,0,,0,8.2,0,0.14,0,5.2,0,0.74,0,0.23,0,0.186084,0,4.588,0,71.06,0
KH05_2,ST04,08/24/2005,10:48,-159.9747,7.1843,4160,150,0,12.2482,0,34.6053,0,26.2355,0,0.81,0,233.34,0,30.4,0,0,0,25.8,0,2.25,0,0.01,0,0.022264,0,3.213,0,37.21,0
KH05_2,ST04,08/24/2005,10:48,-159.9747,7.1843,4160,199,0,10.6888,0,34.6819,0,26.584,0,0.57,0,252.96,0,34.4,0,0,0,31.8,0,2.46,0,,,0.004808,0,1.392,0,35.02,0
KH05_2,ST04,08/24/2005,10:48,-159.9747,7.1843,4160,250,0,10.1027,0,34.6796,0,26.6846,0,1.11,0,232.47,0,33.3,0,0,0,32.1,0,2.32,0,,,0.004243,0,1.424,0,30.99,0
KH05_2,ST04,08/24/2005,10:48,-159.9747,7.1843,4160,299,0,9.56295,0,34.6611,0,26.7613,0,1.38,0,223.64,0,33.2,0,0,0,33.4,0,2.3,0,,,0.004039,0,1.208,0,23.04,0
KH05_2,ST04,08/24/2005,10:48,-159.9747,7.1843,4160,397,0,8.65512,0,34.6323,0,26.8851,0,1.18,0,238.64,0,35.8,0,0,0,38.8,0,2.46,0,,,0.001919,0,0.991,0,22.33,0
KH05_2,ST04,08/24/2005,10:48,-159.9747,7.1843,4160,497,0,7.95858,0,34.6022,0,26.9679,0,0.71,0,264.38,0,38.8,0,0,0,47.9,0,2.81,0,,,0.001941,0,0.797,0,20.85,0
KH05_2,ST04,08/24/2005,10:48,-159.9747,7.1843,4160,597,0,7.05296,0,34.5736,0,27.0758,0,0.57,0,276.82,0,41,0,0,0,58.4,0,2.98,0,,,0.001445,0,0.648,0,14.03,0
KH05_2,ST04,08/24/2005,10:48,-159.9747,7.1843,4160,794,0,5.60633,0,34.5507,0,27.247,0,0.86,0,274.53,0,42.7,0,0,0,76.8,0,3.07,0,,,0.001349,0,0.553,0,12.06,0
KH05_2,ST04,08/24/2005,06:38,-159.9942,7.1638,4158,992,0,4.88283,0,34.5523,0,27.3339,0,1.12,0,268.51,0,42.8,0,0,0,91.7,0,3.09,0,,,0.000464,0,0.47,0,9.06,0
KH05_2,ST04,08/24/2005,06:38,-159.9942,7.1638,4158,1486,0,3.03345,0,34.6023,0,27.5646,0,1.78,0,253.38,0,41.6,0,0,0,138,0,2.96,0,,,0.000338,0,0.286,0,6.09,0
KH05_2,ST04,08/24/2005,06:38,-159.9942,7.1638,4158,1979,0,2.10779,0,34.637,0,27.6723,0,2.21,0,241.97,0,40.3,0,0,0,164,0,2.82,0,,,0.000486,0,0.204,0,5.53,0
KH05_2,ST04,08/24/2005,06:38,-159.9942,7.1638,4158,2471,0,1.68328,0,34.6638,0,27.7268,0,2.59,0,228.84,0,39.3,0,0,0,176,0,2.66,0,,,0.000356,0,0.174,0,5.26,0
KH05_2,ST04,08/24/2005,06:38,-159.9942,7.1638,4158,2962,0,1.46902,0,34.6767,0,27.753,0,2.87,0,218.33,0,38.5,0,0,0,177,0,2.66,0,,,0.000273,0,0.149,0,4.8,0
KH05_2,ST04,08/24/2005,06:38,-159.9942,7.1638,4158,3452,0,1.26107,0,34.683,0,27.7729,0,3.29,0,201.2,0,37.3,0,0,0,171,0,2.56,0,,,0.000147,0,0.125,0,5.28,0
KH05_2,ST04,08/24/2005,06:38,-159.9942,7.1638,4158,3941,0,1.11778,0,34.6916,0,27.7896,0,3.62,0,187.91,0,36.4,0,0,0,163,0,2.47,0,,,0.000254,0,0.159,0,5.76,0
KH05_2,ST05,08/24/2005,22:54,-160.0065,10.0648,5165,0,0,27.9,0,34.4466,0,22.0133,0,4.59,0,-3.24,0,0.1,0,0,0,0.6,0,0.14,0,0.05,0,1.105006,0,4.407,0,68.43,0
KH05_2,ST05,08/24/2005,22:54,-160.0065,10.0648,5165,4,0,27.7079,0,34.4288,0,22.0623,0,4.54,0,-0.44,0,0,0,0,0,0.6,0,0.14,0,0.04,0,0.290005,0,4.473,0,46.58,0
KH05_2,ST05,08/24/2005,22:54,-160.0065,10.0648,5165,10,0,27.6886,0,34.4384,0,22.0757,0,4.54,0,-0.16,0,0,0,0,0,0.6,0,0.14,0,0.05,0,0.366261,0,4.616,0,47.25,0
KH05_2,ST05,08/24/2005,22:54,-160.0065,10.0648,5165,20,0,27.6693,0,34.4406,0,22.0836,0,4.54,0,-0.26,0,0,0,0,0,0.6,0,0.13,0,0.05,0,0.362699,0,4.188,0,43.32,0
KH05_2,ST05,08/24/2005,22:54,-160.0065,10.0648,5165,30,0,27.571,0,34.4835,0,22.1477,0,4.58,0,-1.7,0,0,0,0,0,0.5,0,0.13,0,0.06,0,0.403755,0,4.674,0,53.13,0
KH05_2,ST05,08/24/2005,22:54,-160.0065,10.0648,5165,40,0,27.2936,0,34.514,0,22.2599,0,4.59,0,-1.14,0,0,0,0,0,0.7,0,0.13,0,0.07,0,0.413236,0,4.716,0,62.83,0
KH05_2,ST05,08/24/2005,22:54,-160.0065,10.0648,5165,49,0,27.0496,0,34.5129,0,22.3372,0,4.63,0,-2.24,0,0,0,0,0,0.5,0,0.12,0,0.08,0,0.44053,0,5.36,0,94.42,0
KH05_2,ST05,08/24/2005,22:54,-160.0065,10.0648,5165,75,0,24.2359,0,34.9227,0,23.5145,0,4.92,0,-5.58,0,0,0,0,0,0.6,0,0.1,0,0.14,0,0.386809,0,3.918,0,144.01,0
KH05_2,ST05,08/24/2005,22:54,-160.0065,10.0648,5165,100,0,,,,,,,4.52,0,,0,0.9,0,0.17,0,1.7,0,0.28,0,0.22,0,0.368014,0,2.664,0,145.01,0
KH05_2,ST05,08/24/2005,22:54,-160.0065,10.0648,5165,149,0,12.2942,0,34.5751,0,26.2032,0,0.63,0,240.95,0,30.6,0,0,0,26,0,2.34,0,0.02,0,0.005243,0,1.386,0,38.51,0
KH05_2,ST05,08/24/2005,22:54,-160.0065,10.0648,5165,200,0,11.2618,0,34.6908,0,26.4875,0,0.22,0,265.23,0,34.6,0,0,0,30.8,0,2.51,0,,,0.002849,0,1.231,0,32.46,0
KH05_2,ST05,08/24/2005,22:54,-160.0065,10.0648,5165,249,0,10.6387,0,34.6866,0,26.5966,0,0.49,0,256.76,0,34.9,0,0,0,32.7,0,2.49,0,,,0.003108,0,0.932,0,25.04,0
KH05_2,ST05,08/24/2005,22:54,-160.0065,10.0648,5165,298,0,10.0789,0,34.6708,0,26.6818,0,0.37,0,265.75,0,35.9,0,0,0,35.5,0,2.58,0,,,0.002286,0,0.872,0,24.89,0
KH05_2,ST05,08/24/2005,22:54,-160.0065,10.0648,5165,397,0,8.98917,0,34.6203,0,26.8229,0,0.35,0,273.72,0,37.4,0,0,0,42.7,0,2.77,0,,,0.002277,0,0.667,0,19.7,0
KH05_2,ST05,08/24/2005,22:54,-160.0065,10.0648,5165,497,0,7.9547,0,34.5681,0,26.9417,0,0.45,0,276.05,0,38.6,0,0,0,53,0,2.9,0,,,0.000967,0,0.677,0,13.02,0
KH05_2,ST05,08/24/2005,22:54,-160.0065,10.0648,5165,597,0,6.92451,0,34.5302,0,27.0593,0,0.5,0,281.15,0,40.1,0,0,0,64.9,0,3.01,0,,,0.00023,0,0.512,0,11.13,0
KH05_2,ST05,08/24/2005,22:54,-160.0065,10.0648,5165,796,0,5.49784,0,34.5326,0,27.2459,0,0.74,0,280.59,0,42.4,0,0,0,85.1,0,3.1,0,,,0.000951,0,0.467,0,9.55,0
KH05_2,ST05,08/25/2005,03:31,-160.0272,10.0762,5148,992,0,4.36486,0,34.55,0,27.3897,0,1.07,0,274.59,0,42.9,0,0,0,108,0,3.13,0,,,0.001008,0,0.338,0,7.06,0
KH05_2,ST05,08/25/2005,03:31,-160.0272,10.0762,5148,1486,0,2.88518,0,34.6,0,27.5763,0,1.84,0,252.13,0,41.2,0,0,0,145,0,2.98,0,,,0.001155,0,0.236,0,5.84,0
KH05_2,ST05,08/25/2005,03:31,-160.0272,10.0762,5148,1979,0,2.01521,0,34.64,0,27.6821,0,2.27,0,240.29,0,40.1,0,0,0,170,0,2.85,0,,,0.000945,0,0.185,0,5.47,0
KH05_2,ST05,08/25/2005,03:31,-160.0272,10.0762,5148,2471,0,1.66659,0,34.66,0,27.725,0,2.61,0,228.13,0,39.3,0,0,0,179,0,2.74,0,,,0.000953,0,0.16,0,3.46,0
KH05_2,ST05,08/25/2005,03:31,-160.0272,10.0762,5148,2962,0,1.46219,0,34.67,0,27.7481,0,2.87,0,218.32,0,38.6,0,0,0,180,0,2.65,0,,,0.000744,0,0.165,0,4.23,0
KH05_2,ST05,08/25/2005,03:31,-160.0272,10.0762,5148,3452,0,1.24746,0,34.68,0,27.7714,0,3.26,0,202.82,0,37.5,0,0,0,177,0,2.56,0,,,0.001032,0,0.122,0,5.09,0
KH05_2,ST05,08/25/2005,03:31,-160.0272,10.0762,5148,3941,0,1.08274,0,34.69,0,27.7907,0,3.7,0,184.64,0,36.1,0,0,0,164,0,2.48,0,,,0.001018,0,0.118,0,5.38,0
KH05_2,ST05,08/25/2005,03:31,-160.0272,10.0762,5148,4429,0,0.992005,0,34.7,0,27.8048,0,3.94,0,174.73,0,35.3,0,0,0,157,0,2.43,0,,,0.000859,0,0.133,0,5.15,0
KH05_2,ST05,08/25/2005,03:31,-160.0272,10.0762,5148,4915,0,0.943709,0,34.7,0,27.808,0,4.06,0,169.81,0,35,0,0,0,153,0,2.38,0,,,0.001246,0,0.113,0,5.84,0
KH05_2,ST05,08/25/2005,03:31,-160.0272,10.0762,5148,4916,0,0.943657,0,34.7,0,27.808,0,4.08,0,168.92,0,35,0,0,0,153,0,2.39,0,,,,,,,,
KH05_2,ST06,08/26/2005,15:37,-160.0373,15.0387,5477,0,0,27.1,0,34.7135,0,22.4721,0,4.61,0,-1.92,0,0,0,0,0,0.7,0,0.09,0,0.07,0,2.076062,0,6.481,0,80.94,0
KH05_2,ST06,08/26/2005,15:37,-160.0373,15.0387,5477,5,0,27.0489,0,34.7092,0,22.4852,0,4.59,0,-0.67,0,0,0,0,0,0.7,0,0.08,0,0.07,0,0.393088,0,5.243,0,51.91,0
KH05_2,ST06,08/26/2005,15:37,-160.0373,15.0387,5477,10,0,27.0496,0,34.7092,0,22.485,0,4.63,0,-2.46,0,0,0,0,0,0.8,0,0.08,0,0.07,0,0.380581,0,5.372,0,60.81,0
KH05_2,ST06,08/26/2005,15:37,-160.0373,15.0387,5477,19,0,27.0486,0,34.7092,0,22.4853,0,4.65,0,-3.2,0,0,0,0,0,0.7,0,0.08,0,0.08,0,0.351692,0,5.357,0,55.09,0
KH05_2,ST06,08/26/2005,15:37,-160.0373,15.0387,5477,30,0,27.0492,0,34.7093,0,22.4852,0,4.54,0,1.46,0,0,0,0,0,0.7,0,0.08,0,0.07,0,0.392519,0,5.471,0,55.43,0
KH05_2,ST06,08/26/2005,15:37,-160.0373,15.0387,5477,39,0,27.0459,0,34.7091,0,22.4861,0,4.67,0,-4.14,0,0,0,0,0,0.9,0,0.07,0,0.08,0,0.430874,0,5.354,0,49.78,0
KH05_2,ST06,08/26/2005,15:37,-160.0373,15.0387,5477,50,0,27.0455,0,34.7133,0,22.4894,0,4.64,0,-3.13,0,0,0,0,0,0.8,0,0.07,0,0.06,0,0.428418,0,4.266,0,62.73,0
KH05_2,ST06,08/26/2005,15:37,-160.0373,15.0387,5477,74,0,26.5991,0,34.8071,0,22.7018,0,4.79,0,-8.38,0,0,0,0,0,0.7,0,0.06,0,0.27,0,0.369897,0,4.243,0,87.48,0
KH05_2,ST06,08/26/2005,15:37,-160.0373,15.0387,5477,99,0,26.2997,0,34.8473,0,22.8264,0,4.72,0,-3.92,0,0,0,0,0,0.7,0,0.06,0,0.15,0,0.266308,0,3.159,0,99.03,0
KH05_2,ST06,08/26/2005,15:37,-160.0373,15.0387,5477,149,0,23.0313,0,35.1613,0,24.0485,0,4.48,0,17.94,0,0.3,0,0.14,0,0.8,0,0.1,0,0.14,0,0.105708,0,1.84,0,82.88,0
KH05_2,ST06,08/26/2005,15:37,-160.0373,15.0387,5477,199,0,17.3396,0,34.5971,0,25.125,0,3.99,0,64.99,0,6.9,0,0,0,4.2,0,0.58,0,0.02,0,0.003929,0,1.71,0,48.56,0
KH05_2,ST06,08/26/2005,15:37,-160.0373,15.0387,5477,251,0,12.0819,0,34.261,0,26.0001,0,2.65,0,152.78,0,21.6,0,0,0,18,0,1.66,0,0.01,0,0.002615,0,1.312,0,22.51,0
KH05_2,ST06,08/26/2005,15:37,-160.0373,15.0387,5477,300,0,10.1876,0,34.2655,0,26.3468,0,2.28,0,180.31,0,26.5,0,0,0,27.6,0,1.95,0,,,0.001738,0,0.959,0,26.23,0
KH05_2,ST06,08/26/2005,15:37,-160.0373,15.0387,5477,397,0,8.86559,0,34.4547,0,26.7128,0,0.8,0,254.37,0,35.4,0,0,0,42.5,0,2.6,0,,,0.00129,0,0.695,0,13.95,0
KH05_2,ST06,08/26/2005,15:37,-160.0373,15.0387,5477,495,0,7.8931,0,34.4893,0,26.8889,0,0.62,0,268.83,0,38.7,0,0,0,52.1,0,2.78,0,,,0.000765,0,0.593,0,13.08,0
KH05_2,ST06,08/26/2005,15:37,-160.0373,15.0387,5477,595,0,7.17061,0,34.5155,0,27.0136,0,0.52,0,278.32,0,40.9,0,0,0,61.1,0,2.97,0,,,0.00093,0,0.535,0,10.24,0
KH05_2,ST06,08/26/2005,15:37,-160.0373,15.0387,5477,794,0,5.68589,0,34.5055,0,27.2014,0,0.64,0,283.86,0,43.5,0,0,0,82.1,0,3.09,0,,,0.000978,0,0.418,0,8.33,0
KH05_2,ST06,08/26/2005,17:35,-160.0405,15.0395,5471,992,0,4.49786,0,34.5269,0,27.3568,0,0.99,0,277.01,0,44.3,0,0,0,104,0,3.07,0,,,0.000861,0,0.266,0,6,0
KH05_2,ST06,08/26/2005,17:35,-160.0405,15.0395,5471,1486,0,3.16789,0,34.5824,0,27.5362,0,1.6,0,260.61,0,43.4,0,0,0,133,0,3.01,0,,,0.00096,0,0.214,0,5.42,0
KH05_2,ST06,08/26/2005,17:35,-160.0405,15.0395,5471,1979,0,2.1817,0,34.6163,0,27.6497,0,2.15,0,244.25,0,42.2,0,0,0,158,0,2.86,0,,,0.000793,0,0.142,0,4.09,0
KH05_2,ST06,08/26/2005,17:35,-160.0405,15.0395,5471,2471,0,1.69896,0,34.651,0,27.7154,0,2.59,0,228.86,0,40.8,0,0,0,168,0,2.76,0,,,0.000853,0,0.107,0,3.77,0
KH05_2,ST06,08/26/2005,17:35,-160.0405,15.0395,5471,2962,0,1.44156,0,34.67,0,27.7496,0,2.87,0,218.29,0,40,0,0,0,172,0,2.67,0,,,0.000729,0,0.101,0,4.12,0
KH05_2,ST06,08/26/2005,17:35,-160.0405,15.0395,5471,3451,0,1.26984,0,34.6779,0,27.7681,0,3.12,0,208.82,0,39.2,0,0,0,172,0,2.6,0,,,0.000854,0,0.184,0,4.51,0
KH05_2,ST06,08/26/2005,17:35,-160.0405,15.0395,5471,3940,0,1.15084,0,34.6868,0,27.7835,0,3.44,0,195.74,0,38.3,0,0,0,165,0,2.54,0,,,0.000861,0,0.084,0,4.27,0
KH05_2,ST06,08/26/2005,17:35,-160.0405,15.0395,5471,4428,0,1.05216,0,34.6939,0,27.7959,0,3.78,0,181.31,0,37.2,0,0,0,155,0,2.46,0,,,0.000889,0,0.222,0,4.82,0
KH05_2,ST06,08/26/2005,17:35,-160.0405,15.0395,5471,4914,0,0.973789,0,34.6934,0,27.8007,0,4.02,0,171.49,0,36.5,0,0,0,147,0,2.36,0,,,0.000817,0,0.081,0,5.16,0
KH05_2,ST06,08/26/2005,17:35,-160.0405,15.0395,5471,5399,0,0.942525,0,34.7012,0,27.8091,0,4.07,0,169.35,0,36.1,0,0,0,145,0,2.39,0,,,0.000201,0,0.083,0,5.56,0
KH05_2,ST07,08/27/2005,17:59,-160.0053,19.9978,4513,0,0,27,0,35.0325,0,22.7443,0,4.62,0,-2.36,0,0,0,0,0,0.8,0,0.04,0,0.08,0,1.040474,0,4.405,0,87.37,0
KH05_2,ST07,08/27/2005,17:59,-160.0053,19.9978,4513,5,0,26.9149,0,35.0234,0,22.7646,0,4.62,0,-2.12,0,0,0,0,0,0.6,0,0.03,0,0.08,0,0.757256,0,4.101,0,54.09,0
KH05_2,ST07,08/27/2005,17:59,-160.0053,19.9978,4513,10,0,26.9018,0,35.0234,0,22.7688,0,4.66,0,-3.7,0,0,0,0,0,0.8,0,0.03,0,0.08,0,0.775387,0,4.263,0,56.18,0
KH05_2,ST07,08/27/2005,17:59,-160.0053,19.9978,4513,20,0,26.8435,0,35.0251,0,22.7886,0,4.69,0,-4.67,0,0,0,0,0,0.6,0,0.03,0,0.08,0,0.968226,0,4.698,0,58.5,0
KH05_2,ST07,08/27/2005,17:59,-160.0053,19.9978,4513,30,0,26.6161,0,35.0443,0,22.8752,0,4.8,0,-9.14,0,0,0,0,0,0.9,0,0,0,0.09,0,0.902761,0,5.226,0,72.31,0
KH05_2,ST07,08/27/2005,17:59,-160.0053,19.9978,4513,40,0,25.766,0,35.0942,0,23.1791,0,4.89,0,-10.14,0,0,0,0,0,0.7,0,0,0,0.11,0,0.770663,0,5.008,0,111.28,0
KH05_2,ST07,08/27/2005,17:59,-160.0053,19.9978,4513,50,0,24.3854,0,35.1355,0,23.6309,0,4.97,0,-9,0,0,0,0,0,0.7,0,0,0,0.14,0,0.780052,0,,,110.51,0
KH05_2,ST07,08/27/2005,17:59,-160.0053,19.9978,4513,75,0,23.0136,0,35.2038,0,24.0858,0,4.97,0,-3.86,0,0,0,0,0,0.8,0,0,0,0.17,0,0.580164,0,3.457,0,109.89,0
KH05_2,ST07,08/27/2005,17:59,-160.0053,19.9978,4513,99,0,22.1902,0,35.2026,0,24.3198,0,4.83,0,5.81,0,0,0,0,0,0.7,0,0.04,0,0.22,0,0.502167,0,3.372,0,93.35,0
KH05_2,ST07,08/27/2005,17:59,-160.0053,19.9978,4513,149,0,19.9303,0,35.0252,0,24.8006,0,4.55,0,27.57,0,2.1,0,0.02,0,1.6,0,0.18,0,0.09,0,0.093304,0,2.247,0,58.3,0
KH05_2,ST07,08/27/2005,17:59,-160.0053,19.9978,4513,199,0,16.9441,0,34.6617,0,25.2688,0,4.37,0,49.57,0,5.3,0,0,0,3.7,0,0.4,0,0.01,0,0.007339,0,1.388,0,45.62,0
KH05_2,ST07,08/27/2005,17:59,-160.0053,19.9978,4513,248,0,13.5887,0,34.2675,0,25.7069,0,4.37,0,67.48,0,10.5,0,0,0,8.4,0,0.75,0,,,0.004341,0,1.215,0,32.75,0
KH05_2,ST07,08/27/2005,17:59,-160.0053,19.9978,4513,299,0,10.7606,0,34.1382,0,26.1476,0,4.18,0,92.54,0,17.3,0,0,0,17.7,0,1.19,0,,,0.003661,0,1.014,0,26.96,0
KH05_2,ST07,08/27/2005,17:59,-160.0053,19.9978,4513,397,0,8.08712,0,34.1381,0,26.5842,0,2.52,0,183.57,0,29.8,0,0,0,40.9,0,2.08,0,,,0.00154,0,,,20.91,0
KH05_2,ST07,08/27/2005,17:59,-160.0053,19.9978,4513,496,0,6.23356,0,34.1324,0,26.8375,0,1.53,0,240.57,0,37.8,0,0,0,67,0,2.66,0,,,0.001131,0,0.687,0,18.04,0
KH05_2,ST07,08/27/2005,17:59,-160.0053,19.9978,4513,595,0,5.45263,0,34.2967,0,27.0646,0,1.03,0,268.74,0,41.5,0,0,0,86.2,0,2.91,0,,,0.000905,0,0.463,0,11.38,0
KH05_2,ST07,08/27/2005,17:59,-160.0053,19.9978,4513,794,0,4.81234,0,34.4398,0,27.2527,0,1.11,0,269.74,0,42.6,0,0,0,98.5,0,2.98,0,,,0.000836,0,0.33,0,9.42,0
KH05_2,ST07,08/28/2005,00:30,-160.0025,20.001,4515,991,0,4.094,0,34.5204,0,27.395,0,1.24,0,269.16,0,43.3,0,0,0,113,0,3.01,0,,,0.001102,0,0.249,0,6.49,0
KH05_2,ST07,08/28/2005,00:30,-160.0025,20.001,4515,1485,0,2.69449,0,34.5786,0,27.5762,0,1.68,0,260.88,0,42.9,0,0,0,148,0,2.97,0,,,0.001699,0,0.214,0,5.88,0
KH05_2,ST07,08/28/2005,00:30,-160.0025,20.001,4515,1978,0,1.98374,0,34.6159,0,27.6653,0,2.27,0,240.57,0,41.7,0,0,0,164,0,2.83,0,,,0.001157,0,0.15,0,5.07,0
KH05_2,ST07,08/28/2005,00:30,-160.0025,20.001,4515,2470,0,1.56551,0,34.6483,0,27.7232,0,2.65,0,227.08,0,40.5,0,0,0,172,0,2.74,0,,,0.000518,0,0.116,0,4.97,0
KH05_2,ST07,08/28/2005,00:30,-160.0025,20.001,4515,2961,0,1.36137,0,34.67,0,27.7553,0,2.93,0,216.67,0,39.4,0,0,0,174,0,2.65,0,,,0.000971,0,0.102,0,4.13,0
KH05_2,ST07,08/28/2005,00:30,-160.0025,20.001,4515,3450,0,1.22507,0,34.6766,0,27.7702,0,3.21,0,205.43,0,38.9,0,0,0,172,0,2.6,0,,,0.000865,0,0.092,0,4.61,0
KH05_2,ST07,08/28/2005,00:30,-160.0025,20.001,4515,3938,0,1.14615,0,34.683,0,27.7808,0,3.46,0,194.61,0,38.2,0,0,0,166,0,2.53,0,,,0.000663,0,0.092,0,5.37,0
KH05_2,ST07,08/28/2005,00:30,-160.0025,20.001,4515,4425,0,1.07553,0,34.6921,0,27.7929,0,3.67,0,186.09,0,37.6,0,0,0,160,0,2.49,0,,,0.000899,0,0.126,0,5.53,0
KH05_2,ST08,09/04/2005,04:36,-160.0058,26.3445,5156,0,0,27.2,0,35.381,0,22.9428,0,4.73,0,-8.37,0,0,0,0,0,1.2,0,0,0,0.04,0,0.46467,0,,,,
